Frame,Time,Marker,X,Y,Z
1007,2024-12-20 15:39:42.419671 ,r_sh1_study,-0.3344736288639746,0.29058009736519275,0.21944524056162162
1007,2024-12-20 15:39:42.419671 ,r_sh2_study,-0.326296259030982,0.337149362790398,0.10825194126810356
1007,2024-12-20 15:39:42.419671 ,r_sh3_study,-0.3105220686051092,0.3954425228415054,0.16352845436777397
1007,2024-12-20 15:39:42.419671 ,L_sh1_study,0.2683737684634485,0.20813586168270526,0.22479177719797416
1007,2024-12-20 15:39:42.419671 ,L_sh2_study,0.27246374978096866,0.2522314523933452,0.11348448402132316
1007,2024-12-20 15:39:42.419671 ,L_sh3_study,0.26058394803078555,0.32136141114216266,0.16204954392160698
1007,2024-12-20 15:39:42.419671 ,RHJC_study,-0.1158207471820555,0.5101012957869094,0.5764386568858795
1007,2024-12-20 15:39:42.419671 ,LHJC_study,0.06819209052594087,0.4821746905921024,0.5796625156595878
1007,2024-12-20 15:39:42.419671 ,r_lelbow_study,-0.42005785213439084,0.14119372122269092,0.8717623174830846
1007,2024-12-20 15:39:42.419671 ,r_melbow_study,-0.3520854006859503,0.16492584698181567,0.8080172658606939
1007,2024-12-20 15:39:42.419671 ,r_lwrist_study,-0.22309981690375424,-0.10919001348037305,0.8869201958819799
1007,2024-12-20 15:39:42.419671 ,r_mwrist_study,-0.2767079214903555,-0.14880880363006177,0.8149110794707708
1007,2024-12-20 15:39:42.419671 ,L_lelbow_study,0.22351641549141787,0.0544601415870708,0.8943675280257635
1007,2024-12-20 15:39:42.419671 ,L_melbow_study,0.17657507552178286,0.10387403123360095,0.8270970404788427
1007,2024-12-20 15:39:42.419671 ,L_lwrist_study,0.00897600097926042,-0.15618440158385816,0.862193894450324
1007,2024-12-20 15:39:42.419671 ,L_mwrist_study,0.049227054848984694,-0.16816833264846387,0.7871746689721517
1008,2024-12-20 15:39:42.464019 ,r.ASIS_study,-0.20322394729379473,0.40003886338270733,0.6595872632244988
1008,2024-12-20 15:39:42.464019 ,L.ASIS_study,0.10016187667127789,0.35224680121935437,0.6654553628543778
1008,2024-12-20 15:39:42.464019 ,r.PSIS_study,-0.07320250556591808,0.6035445582488878,0.7168814308027192
1008,2024-12-20 15:39:42.464019 ,L.PSIS_study,0.04651984959121884,0.5838460278133256,0.7196708387712403
1008,2024-12-20 15:39:42.464019 ,r_knee_study,-0.3409273809266454,0.23237068470514843,0.34259351259268955
1008,2024-12-20 15:39:42.464019 ,r_mknee_study,-0.23242769003633318,0.1859847706178529,0.3252451336959763
1008,2024-12-20 15:39:42.464019 ,r_ankle_study,-0.2608605212045079,0.45467900190449784,0.00821839934386448
1008,2024-12-20 15:39:42.464019 ,r_mankle_study,-0.18054905892137346,0.4044428605953557,-0.006699451150520286
1008,2024-12-20 15:39:42.464019 ,r_toe_study,-0.3037958628011113,0.3210703086475236,-0.05066550606690212
1008,2024-12-20 15:39:42.464019 ,r_5meta_study,-0.3331719821763402,0.38884513717092106,-0.03073186511002346
1008,2024-12-20 15:39:42.464019 ,r_calc_study,-0.16388874114278612,0.514449084959398,-0.009259709062202415
1008,2024-12-20 15:39:42.464019 ,L_knee_study,0.2612316721605891,0.1503017645696504,0.3517837590555115
1008,2024-12-20 15:39:42.464019 ,L_mknee_study,0.14156004428144636,0.1240379613260133,0.33121486669577793
1008,2024-12-20 15:39:42.464019 ,L_ankle_study,0.22234911858316603,0.3888340916851861,0.00812929039992527
1008,2024-12-20 15:39:42.464019 ,L_mankle_study,0.1330905669855708,0.3503462102631433,-0.009737261476142844
1008,2024-12-20 15:39:42.464019 ,L_toe_study,0.2516557389425868,0.2552056711534364,-0.05101842516861721
1008,2024-12-20 15:39:42.464019 ,L_calc_study,0.13049089550253096,0.4626412110770447,-0.011824377717597923
1008,2024-12-20 15:39:42.464019 ,L_5meta_study,0.2896455639528865,0.31501441713369915,-0.028388806523902854
1008,2024-12-20 15:39:42.464019 ,r_shoulder_study,-0.24913342655423937,0.3002835762122972,1.1487197793106003
1008,2024-12-20 15:39:42.464019 ,L_shoulder_study,0.11047300338026227,0.21447695311106274,1.1705682194808884
1008,2024-12-20 15:39:42.464019 ,C7_study,-0.050386854305601705,0.3474137809494836,1.2254102147201462
1008,2024-12-20 15:39:42.464019 ,r_thigh1_study,-0.2649996465516454,0.3627125423768861,0.5771328724006577
1008,2024-12-20 15:39:42.464019 ,r_thigh2_study,-0.31490923822645006,0.3224443149188859,0.48688956266440586
1008,2024-12-20 15:39:42.464019 ,r_thigh3_study,-0.2707456237149602,0.4596898693958623,0.4923884413222237
1008,2024-12-20 15:39:42.464019 ,L_thigh1_study,0.1924789959120387,0.3053502243379457,0.5967094701266302
1008,2024-12-20 15:39:42.464019 ,L_thigh2_study,0.2415953689741725,0.25092756267584393,0.5019850350002213
1008,2024-12-20 15:39:42.464019 ,L_thigh3_study,0.22044409453149977,0.3980225611845357,0.4965872309187813
1008,2024-12-20 15:39:42.464019 ,r_sh1_study,-0.336543429501093,0.2873772483686311,0.22225978141822056
1008,2024-12-20 15:39:42.464019 ,r_sh2_study,-0.32851745546582994,0.33471718694962094,0.11123507386244968
1008,2024-12-20 15:39:42.464019 ,r_sh3_study,-0.31280862153295336,0.39303474392689297,0.1663812912086411
1008,2024-12-20 15:39:42.464019 ,L_sh1_study,0.26667581140276136,0.2023758393148286,0.23053472405471043
1008,2024-12-20 15:39:42.464019 ,L_sh2_study,0.27147103487726393,0.24955042716063092,0.11917262440718845
1008,2024-12-20 15:39:42.464019 ,L_sh3_study,0.25909755765672865,0.3182895731548173,0.16846602326430515
1008,2024-12-20 15:39:42.464019 ,RHJC_study,-0.11822770894292652,0.5042957689980371,0.575848416520135
1008,2024-12-20 15:39:42.464019 ,LHJC_study,0.0651322939920062,0.47497277971304486,0.5793960253725214
1008,2024-12-20 15:39:42.464019 ,r_lelbow_study,-0.4189028924775487,0.12945670898951123,0.8711967981437607
1008,2024-12-20 15:39:42.464019 ,r_melbow_study,-0.3507563358617192,0.15138785060442517,0.806435904560463
1008,2024-12-20 15:39:42.464019 ,r_lwrist_study,-0.22629994512323198,-0.1257321733614104,0.8907774007896347
1008,2024-12-20 15:39:42.464019 ,r_mwrist_study,-0.2814798241925603,-0.1645004052301543,0.8196304506639405
1008,2024-12-20 15:39:42.464019 ,L_lelbow_study,0.21479446827646437,0.041365395150552486,0.897461227236168
1008,2024-12-20 15:39:42.464019 ,L_melbow_study,0.16932846247430983,0.08818013485468457,0.8283882952312394
1008,2024-12-20 15:39:42.464019 ,L_lwrist_study,0.0017393083798521863,-0.17296647016011646,0.8660106874088211
1008,2024-12-20 15:39:42.464019 ,L_mwrist_study,0.04459125190254391,-0.1852884787698882,0.7933648294786377
1009,2024-12-20 15:39:42.515661 ,r.ASIS_study,-0.20198543975271613,0.3990274325548013,0.6627643659320279
1009,2024-12-20 15:39:42.515661 ,L.ASIS_study,0.10013378551087945,0.3483146459399064,0.6689162060227796
1009,2024-12-20 15:39:42.515661 ,r.PSIS_study,-0.07244334230341345,0.6022230342565378,0.7219062551465436
1009,2024-12-20 15:39:42.515661 ,L.PSIS_study,0.04674195637784571,0.5812728360830148,0.7249302148428365
1009,2024-12-20 15:39:42.515661 ,r_knee_study,-0.3397665531388703,0.23333186959608393,0.34518678035406314
1009,2024-12-20 15:39:42.515661 ,r_mknee_study,-0.2307536513558808,0.1858448789058526,0.32821408953336917
1009,2024-12-20 15:39:42.515661 ,r_ankle_study,-0.25948086986460117,0.4559047280414303,0.009559433123151884
1009,2024-12-20 15:39:42.515661 ,r_mankle_study,-0.17895047972120673,0.4048116609989007,-0.005547125676591769
1009,2024-12-20 15:39:42.515661 ,r_toe_study,-0.3025145144216004,0.32517181640251475,-0.05268587622972287
1009,2024-12-20 15:39:42.515661 ,r_5meta_study,-0.3317631394616547,0.39218043839319544,-0.032010574677904025
1009,2024-12-20 15:39:42.515661 ,r_calc_study,-0.1623303652755204,0.5139226347742876,-0.006843347886522189
1009,2024-12-20 15:39:42.515661 ,L_knee_study,0.262344130779129,0.15093101119383173,0.3575210079160138
1009,2024-12-20 15:39:42.515661 ,L_mknee_study,0.14143622806153863,0.12437997316702204,0.3362611636128827
1009,2024-12-20 15:39:42.515661 ,L_ankle_study,0.22492505004487603,0.3910099968849023,0.00999448742536746
1009,2024-12-20 15:39:42.515661 ,L_mankle_study,0.1346235959776458,0.35193012958153086,-0.008022864201982394
1009,2024-12-20 15:39:42.515661 ,L_toe_study,0.25243566324792477,0.2534628913341363,-0.0490544632467822
1009,2024-12-20 15:39:42.515661 ,L_calc_study,0.13351277401528924,0.46665531513973074,-0.010741551259477511
1009,2024-12-20 15:39:42.515661 ,L_5meta_study,0.29176847031198117,0.3146983191905816,-0.02669515166612424
1009,2024-12-20 15:39:42.515661 ,r_shoulder_study,-0.2513166428557816,0.299302037113746,1.1505400344338819
1009,2024-12-20 15:39:42.515661 ,L_shoulder_study,0.1093211411484298,0.21273132716997462,1.1730230256524488
1009,2024-12-20 15:39:42.515661 ,C7_study,-0.05244494835056692,0.3457405001459916,1.2274123236146375
1009,2024-12-20 15:39:42.515661 ,r_thigh1_study,-0.2644367129556122,0.3636286289034684,0.5803006693330213
1009,2024-12-20 15:39:42.515661 ,r_thigh2_study,-0.31410574028410343,0.32351244544370966,0.4897811069693967
1009,2024-12-20 15:39:42.515661 ,r_thigh3_study,-0.26977547118582157,0.4605588337941368,0.4952876150217458
1009,2024-12-20 15:39:42.515661 ,L_thigh1_study,0.19254110148034662,0.30435303902014094,0.6016320654033303
1009,2024-12-20 15:39:42.515661 ,L_thigh2_study,0.24235958745561212,0.25065752422197657,0.507399226686041
1009,2024-12-20 15:39:42.515661 ,L_thigh3_study,0.22230333974443048,0.39727295120938616,0.5013848498073026
1009,2024-12-20 15:39:42.515661 ,r_sh1_study,-0.3351457626573029,0.28813267802580195,0.2246376081910535
1009,2024-12-20 15:39:42.515661 ,r_sh2_study,-0.3274390609017792,0.3355314836440881,0.11312748040823184
1009,2024-12-20 15:39:42.515661 ,r_sh3_study,-0.3115191073171082,0.39428494801505404,0.16830278482107364
1009,2024-12-20 15:39:42.515661 ,L_sh1_study,0.2682643323191223,0.203141610377868,0.2351865276303693
1009,2024-12-20 15:39:42.515661 ,L_sh2_study,0.27327991416535946,0.2503983185230096,0.12297074045805179
1009,2024-12-20 15:39:42.515661 ,L_sh3_study,0.26158005883775326,0.320386762970527,0.17181492890981875
1009,2024-12-20 15:39:42.515661 ,RHJC_study,-0.11698137829222113,0.5041619495092233,0.5793824579176112
1009,2024-12-20 15:39:42.515661 ,LHJC_study,0.06556195160232156,0.47306836141033964,0.583161429649274
1009,2024-12-20 15:39:42.515661 ,r_lelbow_study,-0.4157496304265442,0.1306814954219659,0.8720103308167859
1009,2024-12-20 15:39:42.515661 ,r_melbow_study,-0.3473657877198639,0.1514625058112939,0.8071062966790601
1009,2024-12-20 15:39:42.515661 ,r_lwrist_study,-0.2283161343089524,-0.12902547860757513,0.8926204844918653
1009,2024-12-20 15:39:42.515661 ,r_mwrist_study,-0.2848281175843659,-0.16596372867242498,0.8216651632991239
1009,2024-12-20 15:39:42.515661 ,L_lelbow_study,0.21097728004537195,0.03807384824140864,0.9006775125470563
1009,2024-12-20 15:39:42.515661 ,L_melbow_study,0.16630504419885248,0.08361444925649958,0.8309207066502973
1009,2024-12-20 15:39:42.515661 ,L_lwrist_study,-0.0010346570066395375,-0.1794335439266364,0.86802337612776
1009,2024-12-20 15:39:42.515661 ,L_mwrist_study,0.04382555326305002,-0.19102676654473943,0.7971931948867246
1010,2024-12-20 15:39:42.560765 ,r.ASIS_study,-0.20129887404488706,0.40264998174822875,0.663323453389225
1010,2024-12-20 15:39:42.560765 ,L.ASIS_study,0.10048970935297824,0.34878621421373435,0.6700990076587773
1010,2024-12-20 15:39:42.560765 ,r.PSIS_study,-0.07100394758032941,0.6046744974664504,0.722940171830473
1010,2024-12-20 15:39:42.560765 ,L.PSIS_study,0.04799773899269915,0.5824796649030501,0.7262491087840176
1010,2024-12-20 15:39:42.560765 ,r_knee_study,-0.34071524086045407,0.23527585886037894,0.34630660223227505
1010,2024-12-20 15:39:42.560765 ,r_mknee_study,-0.2310776376967349,0.18583718858278342,0.3301951389239407
1010,2024-12-20 15:39:42.560765 ,r_ankle_study,-0.25905680301236295,0.45389689769214936,0.008813689224538845
1010,2024-12-20 15:39:42.560765 ,r_mankle_study,-0.17825689556645535,0.4013208987525756,-0.005928148753824192
1010,2024-12-20 15:39:42.560765 ,r_toe_study,-0.3040371948723712,0.3284332992843444,-0.057024111278238254
1010,2024-12-20 15:39:42.560765 ,r_5meta_study,-0.33275143446969174,0.3948128240517432,-0.03570668888825412
1010,2024-12-20 15:39:42.560765 ,r_calc_study,-0.1607084536795535,0.5078984553328807,-0.006174494750680881
1010,2024-12-20 15:39:42.560765 ,L_knee_study,0.26243870315504886,0.15377400241411276,0.35956604289275174
1010,2024-12-20 15:39:42.560765 ,L_mknee_study,0.14041200635386325,0.12686366758859702,0.337664971821127
1010,2024-12-20 15:39:42.560765 ,L_ankle_study,0.22630860266638614,0.391833806257611,0.00772185134154324
1010,2024-12-20 15:39:42.560765 ,L_mankle_study,0.13491054234457828,0.35217634759462424,-0.01039408636826511
1010,2024-12-20 15:39:42.560765 ,L_toe_study,0.2526914065833173,0.2535220625213439,-0.051898052222909885
1010,2024-12-20 15:39:42.560765 ,L_calc_study,0.13501546142054416,0.46743324569976874,-0.013490249641122776
1010,2024-12-20 15:39:42.560765 ,L_5meta_study,0.2931281214709363,0.3160080256274993,-0.029648055560769992
1010,2024-12-20 15:39:42.560765 ,r_shoulder_study,-0.25360819342183255,0.30315902255094596,1.1480028729365443
1010,2024-12-20 15:39:42.560765 ,L_shoulder_study,0.10884936509085513,0.21658917687452384,1.1722494463847255
1010,2024-12-20 15:39:42.560765 ,C7_study,-0.0539989026133933,0.34846363387620993,1.2249325613902187
1010,2024-12-20 15:39:42.560765 ,r_thigh1_study,-0.2645999157671847,0.36804986171043463,0.5818433861659146
1010,2024-12-20 15:39:42.560765 ,r_thigh2_study,-0.31458447518395566,0.3272823559454734,0.4909902687595463
1010,2024-12-20 15:39:42.560765 ,r_thigh3_study,-0.26965289952801846,0.4646129615939314,0.4951856981442547
1010,2024-12-20 15:39:42.560765 ,L_thigh1_study,0.1925492024178586,0.3058843704274947,0.6028625074486486
1010,2024-12-20 15:39:42.560765 ,L_thigh2_study,0.24262772855711795,0.25285781345880576,0.5091210331247426
1010,2024-12-20 15:39:42.560765 ,L_thigh3_study,0.22414864954901553,0.39950833268082686,0.5032777662799931
1010,2024-12-20 15:39:42.560765 ,r_sh1_study,-0.3357763701920428,0.2890101315788085,0.225191632978735
1010,2024-12-20 15:39:42.560765 ,r_sh2_study,-0.3281269485001483,0.33541321925437995,0.11311168479186062
1010,2024-12-20 15:39:42.560765 ,r_sh3_study,-0.3117624038700976,0.39406069166577407,0.16812686132651333
1010,2024-12-20 15:39:42.560765 ,L_sh1_study,0.26882051286650516,0.2053459378293807,0.2360278170035458
1010,2024-12-20 15:39:42.560765 ,L_sh2_study,0.2738894706721387,0.2517680617383773,0.122749964468298
