Freeflyer_X[m],Freeflyer_Y[m],Freeflyer_Z[m],Freeflyer_quaternion_X,Freeflyer_quaternion_Y,Freeflyer_quaternion_Z,Freeflyer_quaternion_W,Left_Hip_Flexion_Extension[rad],Left_Hip_Abduction_Adduction[rad],Left_Hip_Internal_External_Rotation[rad],Left_Knee_Flexion_Extension[rad],Left_Ankle_Plantarflexion_Dorsiflexion[rad],Left_Ankle_Inversion_Eversion[rad],Lumbar_Flexion_Extension[rad],Lumbar_Lateral_Bending[rad],Thoracic_Flexion_Extension[rad],Thoracic_Lateral_Bending[rad],Thoracic_Internal_External_Rotation[rad],Left_Clavicle_Elevation_Depression[rad],Left_Shoulder_Flexion_Extension[rad],Left_Shoulder_Abduction_Adduction[rad],Left_Shoulder_Internal_External_Rotation[rad],Left_Elbow_Flexion_Extension[rad],Left_Elbow_Pronation_Supination[rad],Left_Wrist_Flexion_Extension[rad],Left_Wrist_Radial_Ulnar_Deviation[rad],Cervical_Flexion_Extension[rad],Cervical_Lateral_Bending[rad],Cervical_Internal_External_Rotation[rad],Right_Clavicle_Elevation_Depression[rad],Right_Shoulder_Flexion_Extension[rad],Right_Shoulder_Abduction_Adduction[rad],Right_Shoulder_Internal_External_Rotation[rad],Right_Elbow_Flexion_Extension[rad],Right_Elbow_Pronation_Supination[rad],Right_Wrist_Flexion_Extension[rad],Right_Wrist_Radial_Ulnar_Deviation[rad],Right_Hip_Flexion_Extension[rad],Right_Hip_Abduction_Adduction[rad],Right_Hip_Internal_External_Rotation[rad],Right_Knee_Flexion_Extension[rad],Right_Ankle_Plantarflexion_Dorsiflexion[rad],Right_Ankle_Inversion_Eversion[rad]
-0.5566554816523589,0.9888675880052636,0.21320793158932957,0.025782150154741668,-0.7392953485296587,-0.05589694877526594,0.6705619213977193,0.041486297594928924,0.10315648970195052,-0.32951935130108473,0.018718669396170038,-0.006590519071939251,-0.033964431953084476,-0.051205241494214425,0.017333602705112118,7.416071754743752e-07,9.462454716672089e-08,-1.3755045367754544e-06,-0.02000897494740092,-0.09869933145241602,0.31528290906645723,0.22716765245988702,0.49746124918709517,0.6031543037619824,2.864704924644787e-21,2.864704924644787e-21,0.13458561135022074,0.0846496023272237,-0.05204128301650648,-0.01970174373797216,-0.08762265146520874,0.35708755372181705,0.14055804973380642,0.4374721476665139,0.5977009521209704,2.864704924644787e-21,2.864704924644787e-21,0.09876362697083904,0.08525232057124492,-0.24350574971078415,0.04579124340911829,0.010566994310084617,-0.13953397983510274
-0.556658497722885,0.9888668253240603,0.21311942856077842,0.025773372904873745,-0.7392738237790168,-0.055899927114945465,0.6705856738599554,0.04154179126414337,0.10319474256795141,-0.32941195289219416,0.018748888622947067,-0.006628499269624859,-0.033931412043168394,-0.051152135199118424,0.017341334582882072,-1.8238758087319404e-06,1.3722161778823455e-05,-4.220657412235956e-05,-0.02000669029036755,-0.09863210735860753,0.31526952006984593,0.2271606594807453,0.4975853029142069,0.6031105063913128,2.864704924644853e-21,2.864704924644853e-21,0.13458888425541915,0.08473813873015687,-0.052167624255793875,-0.01963472392092652,-0.08752830464126997,0.3569788644972595,0.14055444079565504,0.43745576182469076,0.5977159961921402,2.864704924644853e-21,2.864704924644853e-21,0.09879270388715161,0.0852220892546739,-0.24353898636157473,0.04579894950922973,0.010540884283706694,-0.13960632413461307
-0.5566862839707295,0.9888554998391991,0.21263262389540588,0.025735224387241403,-0.7392357510772638,-0.05591847673206066,0.6706275654331364,0.041822462379389566,0.10341393607956381,-0.3287905143415143,0.01888745518011247,-0.006836389674735174,-0.03370897122092043,-0.05085901258132253,0.01739940714893316,-3.996222850278853e-05,5.5434377235867975e-05,1.5520578491000844e-05,-0.019926247114548802,-0.09811455435063796,0.31516820079590036,0.22727453382497997,0.4983669483553771,0.6028761434091435,2.8647049246448632e-21,2.8647049246448632e-21,0.1345640654482495,0.08532681674969515,-0.05317725313534407,-0.019281766886521143,-0.08704941243330813,0.35644841191488524,0.14045774278357356,0.43744022556902595,0.5978252436680804,2.8647049246448632e-21,2.8647049246448632e-21,0.0990480612653775,0.08503740459596987,-0.24369434620677277,0.04582841481100784,0.010344855462697472,-0.14008375358618835
-0.556799532084968,0.9888135884755896,0.21189835691365538,0.025693239443315186,-0.7392129567565376,-0.055985705332862644,0.6706486934729373,0.0423559328553608,0.1038117761893262,-0.32736625456620505,0.018988159049342514,-0.0071178209036273305,-0.03324710889399419,-0.05056867096860822,0.017602543481953087,-9.346727848145196e-05,8.50130444408507e-05,7.349427668774043e-05,-0.019625919545833103,-0.09710116966693999,0.3147274115014262,0.22760588740998106,0.5002363041982105,0.6025648461519748,2.8647049246448644e-21,2.8647049246448644e-21,0.13424333698428256,0.08643042201887527,-0.055452337532776244,-0.018615546233170858,-0.08593969148664236,0.35552846427002105,0.14071099680812738,0.4374678106371539,0.5981293402538502,2.8647049246448644e-21,2.8647049246448644e-21,0.09956959225929579,0.08463506397535435,-0.24426966028972863,0.04576957380797242,0.009897468441665766,-0.14113419049250617
-0.5570380610626983,0.9887443453206407,0.21044656756828592,0.025609899341253472,-0.7391606219192325,-0.05608109172799278,0.6707016033920852,0.04341835779006429,0.10446991876764168,-0.3247601155552393,0.019194070902688043,-0.0075133449657019125,-0.03242523949498689,-0.050233800515769374,0.018071339831970575,-9.842893092105965e-05,9.161410687370655e-05,7.781668950828828e-05,-0.018998322852701754,-0.0949043992017555,0.3137351938111055,0.22872406721817232,0.5036991528152547,0.602123991681848,2.8647049246448647e-21,2.8647049246448647e-21,0.13322638463856454,0.08826447645401518,-0.059417603859850794,-0.017255393030352634,-0.083615235695021,0.35363381704935043,0.14150735455217528,0.4375969632276609,0.5986987559128262,2.8647049246448647e-21,2.8647049246448647e-21,0.10059650927400283,0.08396967817599135,-0.24553997036982872,0.045825298887681824,0.009055756393038832,-0.14304686471115116
-0.5574233737868258,0.9886328341359828,0.208945986703573,0.025645171523058587,-0.7391948751556301,-0.05630765762146263,0.6706435465563665,0.04501407254634083,0.10527242079656227,-0.3212284567924474,0.01931011287182364,-0.007860711922513737,-0.031381765801744364,-0.0504169056910978,0.018757560126718732,-9.950253196335813e-05,9.568761619386367e-05,8.654778479084784e-05,-0.017821336747447326,-0.0919973570262078,0.31178296990114096,0.23051349881277705,0.508868682742787,0.601952201190141,2.8647049246448647e-21,2.8647049246448647e-21,0.13121748882700057,0.09045134122171937,-0.06480784191818414,-0.015286071583100278,-0.08035555598479965,0.35101441860623345,0.1430229280566183,0.4377693066764976,0.5996846494979343,2.8647049246448647e-21,2.8647049246448647e-21,0.10210230674609433,0.08312081012086264,-0.24769073089344,0.04577725470713856,0.007861907779111367,-0.14548590626979346
-0.5578662464342488,0.9885225966908333,0.20751117991768614,0.02578470862673856,-0.7393099336634158,-0.05661670109824206,0.670485401165582,0.04686656528120622,0.10601557022135447,-0.3180002670360861,0.019238138613274485,-0.008038244414402256,-0.030372950523335083,-0.05119318775031975,0.019638510625905246,-9.967839799875795e-05,9.652061668162588e-05,8.702657079268965e-05,-0.016126895608572556,-0.08875259673320561,0.30883788212137026,0.23336747482698034,0.5145622803193356,0.6024205673609976,2.8647049246448647e-21,2.8647049246448647e-21,0.12809530758707913,0.09222123305617852,-0.07030944257512556,-0.012986329740565924,-0.07674716038706966,0.3479651558765926,0.14488626858782372,0.43812609243878736,0.6008348810283728,2.8647049246448647e-21,2.8647049246448647e-21,0.10391447190002186,0.08235070485477522,-0.2506197913578648,0.045877905876136854,0.006451647076486491,-0.1478091159848955
-0.5582126933806035,0.9884443570051806,0.20632378732054305,0.026077484374021336,-0.7394634505326627,-0.05698758110187821,0.6702734348852051,0.04872491974161331,0.10662287570765482,-0.3159825560797504,0.01927832326456426,-0.007919348420319198,-0.029715888413879343,-0.052278756502640356,0.020440421286230904,-9.972449072181755e-05,9.71196271216385e-05,8.986901266839247e-05,-0.0140512698816632,-0.08599297488596729,0.30519337359565496,0.2367224390756196,0.5197272936303317,0.6036366864310164,2.8647049246448647e-21,2.8647049246448647e-21,0.12482318104882327,0.09318431533556354,-0.07428004061020531,-0.010624877017238542,-0.07370951632276776,0.34472145079323513,0.1466823263693755,0.4381669360944681,0.6019614467525596,2.8647049246448647e-21,2.8647049246448647e-21,0.10579864077009789,0.08188926603056043,-0.25363934272167155,0.04626216715009923,0.005239915986661573,-0.14920608429339005
-0.5583330271350186,0.9884329321310396,0.20556495410538678,0.026482834691386205,-0.7396411179261662,-0.05739039456682827,0.6700271916310128,0.05009201617846642,0.10712174720216822,-0.3159782677134081,0.019347049886722686,-0.007628741064391282,-0.02953001620087812,-0.053251617928054086,0.021027734538718697,-9.973840818520626e-05,9.836678828666913e-05,8.809912166907687e-05,-0.011813911534092782,-0.08459050796566665,0.3013054474529425,0.2395935237542029,0.5235586474325573,0.6054470743023204,2.864704924644865e-21,2.864704924644865e-21,0.12241962573016112,0.09334196061151037,-0.07639689463881147,-0.008740499609829007,-0.07200950266525649,0.3419173300116545,0.1475559325848816,0.4378477226174973,0.6029220322594193,2.864704924644865e-21,2.864704924644865e-21,0.10741586042405118,0.08173218554736762,-0.25626629079858665,0.04681169187334886,0.004443034358619494,-0.14948611284662525
-0.5582337688678295,0.988483620169459,0.204491856981371,0.02682530761651832,-0.7397214228763553,-0.05769521910191474,0.6698985850817368,0.05084275823350273,0.10765716482318866,-0.3172378615842114,0.019676762527509772,-0.007047023040540141,-0.029565054180073255,-0.05314522351301436,0.021294615213627507,-7.094248117286986e-05,8.943580876718774e-05,-2.7930146312863787e-05,-0.009717122574291671,-0.08392970060018434,0.2978546280721786,0.24184594491865927,0.5261246802266774,0.6071831555130506,2.8647049246448647e-21,2.8647049246448647e-21,0.12173233002271613,0.0935341447725333,-0.07768498931324554,-0.00741048053279262,-0.07139500972120409,0.3395619934633804,0.14796489809193752,0.43709548271007553,0.6035010345404525,2.8647049246448647e-21,2.8647049246448647e-21,0.10890709088047262,0.08171486273682674,-0.2581738026115101,0.047802124067528956,0.004183434968266834,-0.1492771367624318
