Frame_0,RASI_x,RASI_y,RASI_z,LASI_x,LASI_y,LASI_z,RPSI_x,RPSI_y,RPSI_z,LPSI_x,LPSI_y,LPSI_z,C7_x,C7_y,C7_z,RSHO_x,RSHO_y,RSHO_z,LSHO_x,LSHO_y,LSHO_z,RELB_x,RELB_y,RELB_z,LELB_x,LELB_y,LELB_z,RMELB_x,RMELB_y,RMELB_z,LMELB_x,LMELB_y,LMELB_z,RWRI_x,RWRI_y,RWRI_z,LWRI_x,LWRI_y,LWRI_z,RMWRI_x,RMWRI_y,RMWRI_z,LMWRI_x,LMWRI_y,LMWRI_z,RKNE_x,RKNE_y,RKNE_z,LKNE_x,LKNE_y,LKNE_z,RMKNE_x,RMKNE_y,RMKNE_z,LMKNE_x,LMKNE_y,LMKNE_z,RANK_x,RANK_y,RANK_z,LANK_x,LANK_y,LANK_z,RMANK_x,RMANK_y,RMANK_z,LMANK_x,LMANK_y,LMANK_z,R5MHD_x,R5MHD_y,R5MHD_z,L5MHD_x,L5MHD_y,L5MHD_z,RTOE_x,RTOE_y,RTOE_z,LTOE_x,LTOE_y,LTOE_z,RHEE_x,RHEE_y,RHEE_z,LHEE_x,LHEE_y,LHEE_z,Nose_x,Nose_y,Nose_z,Head_x,Head_y,Head_z,REar_x,REar_y,REar_z,LEar_x,LEar_y,LEar_z,REye_x,REye_y,REye_z,LEye_x,LEye_y,LEye_z
0,-0.07295761457488309,-0.3364390013699556,1.0050979519577887,0.16699613388538603,-0.3522873023277808,0.9898151697680951,0.005522943453523447,-0.1599693921351194,1.0224054446333861,0.1211495262128075,-0.16423995139007108,1.0188482550887517,0.07314055629791932,-0.21386828600313837,1.5066831664820446,-0.10363448020011101,-0.26138158990768384,1.4659724764249056,0.23580768164312904,-0.2905877415432545,1.4648476040610303,-0.19725386740299794,-0.2246995726521424,1.1501570022572005,0.31401529637992026,-0.2611220195180917,1.1308127537715045,-0.1265431686960158,-0.1726332623682022,1.12128624502933,0.2563304351789404,-0.20256554882216815,1.1120358089210334,-0.23394353346154578,-0.2939033413136418,0.9128434742677559,0.3066813383318848,-0.3247976101663969,0.8963215452973775,-0.23927289553297623,-0.25662744709015967,0.8958071456275895,0.3202489018101873,-0.29343072188470454,0.8801698313696069,-0.12229184193517836,-0.26997827697291993,0.5312725918063317,0.2169426449877321,-0.2580039724748257,0.5239490512177808,-0.005134213285167614,-0.26867947322016555,0.5208259917170084,0.097172568990957,-0.2560017823659334,0.5213109499860828,-0.1266981804434749,-0.21953565725923704,0.08221160694392105,0.20876808112724865,-0.21106975892155977,0.0743504026134883,-0.0643010505288734,-0.24385443373549495,0.07309662804097844,0.14737105776857864,-0.23595096485446124,0.07081042686507646,-0.17273559327442412,-0.36758681009737815,0.024543917557669173,0.2594525293445154,-0.3606835945719514,0.019254537781399086,-0.10770055724329565,-0.4378539206089735,0.02329084360437685,0.20348192118150887,-0.4237369918596169,0.01849668534268513,-0.08133691386146674,-0.16222092776716368,0.028682196745798874,0.16535346728668054,-0.15989903341527223,0.037945732903970984,0.044399755986187874,-0.44932680494826377,1.6187786899031003,0.0688558184258316,-0.304783243156207,1.780665747058012,-0.0074808724711640275,-0.2962769429237431,1.6398245046881963,0.13984442465960403,-0.3275691939866674,1.6449019836091872,0.019265098004551458,-0.4070536275834365,1.6605657689352857,0.08432394073744272,-0.4220187846231588,1.665784894304867
1,-0.07293210976917389,-0.3362604011908599,1.0051079433841374,0.1670135270883551,-0.3521000226588331,0.9898276414992493,0.005524973483866437,-0.15980756902592694,1.02242382362005,0.12114809196166362,-0.16408547506463442,1.0188683808205088,0.07314628817503847,-0.21371808149535287,1.5066578845543575,-0.10361333577816227,-0.2612357142333628,1.4659465390311037,0.23580694581436557,-0.29040348168713176,1.4648115442785665,-0.19722001455548366,-0.2245090876530001,1.1501496766184711,0.3140163243603899,-0.26089541447048964,1.1307996069851771,-0.12650569061070538,-0.17246642616639998,1.1212823460953838,0.25632450847390464,-0.20235759966816963,1.112025513387101,-0.23390077607253656,-0.2936699814849981,0.9128595714614178,0.30669037381431996,-0.3245073479278544,0.8963187036285452,-0.2392258689361818,-0.2563982269319817,0.8958235453622582,0.32025034643775274,-0.29314336003555025,0.8801698933588789,-0.12226003314769832,-0.26976789966741077,0.531308321712905,0.21694878485346933,-0.2578384578507948,0.523992953386045,-0.005109850572035906,-0.26846467994392786,0.5208705908179379,0.09718027264415885,-0.2558515843750621,0.5213519720943267,-0.1266713948559436,-0.2192643618947314,0.08228060822758164,0.20876403058981707,-0.21089595885560536,0.07441044100552395,-0.06427686851104958,-0.2435914984360703,0.07316768021874707,0.14737179998028022,-0.23579539135137415,0.0708723067944564,-0.1727052935936516,-0.36730755395601244,0.02461537178369399,0.259455956921062,-0.3605063955686219,0.01930770944569513,-0.10766658303488359,-0.4375558547222347,0.02336541093612548,0.20348227385420584,-0.4235547618923862,0.018566745920463326,-0.08131396682873956,-0.1619661996869671,0.028750783303326966,0.16535021858385462,-0.15976456562132532,0.03799962282254714,0.04441537359303586,-0.4491779499412741,1.6187268426379184,0.06886057342360369,-0.30463078771328855,1.7806371760310018,-0.007471943707937245,-0.29613762867184473,1.6397919156030027,0.13984572885544083,-0.3273940049807981,1.6448636589093026,0.01928104498027323,-0.40693950279863866,1.660522233843647,0.08433968331643218,-0.4218921547861702,1.6657022365732095
2,-0.07282876446878202,-0.33509154090565696,1.0051603136969018,0.16707225145340807,-0.35088898644063754,0.9898967465412527,0.005497384510799189,-0.15875527281784577,1.0225301200918493,0.12109984247736967,-0.16306676593247604,1.0189846890673857,0.07314009826637541,-0.21272392550105962,1.5064963542233691,-0.10352128102550674,-0.26026396756370096,1.4657863175098698,0.23575642572664623,-0.2892160601329835,1.464593223710699,-0.19705086404582708,-0.2232808065215689,1.1500987847726305,0.3139845610463339,-0.2594648324967561,1.1307152002561274,-0.12632003265494446,-0.17138301054337146,1.121256466776986,0.2562506956912657,-0.20104445472464522,1.1119613588627744,-0.23367766104060805,-0.29220387832632755,0.9129555183011349,0.30670193719585775,-0.3226927194476416,0.8962968590786844,-0.23897923481105096,-0.25495920824462404,0.8959193263993784,0.3202190001555406,-0.29135027007757414,0.8801616438453147,-0.12211953808989776,-0.2684411944229904,0.5315126494668883,0.2169421754780766,-0.2567497699975641,0.5242415238172149,-0.005010840582083869,-0.2670993949802002,0.5211241299361767,0.097182546573703,-0.25485396260612064,0.5215846403351169,-0.12655886568201397,-0.21751649814205698,0.08268601998621612,0.2086917349480251,-0.20970634117745734,0.07475735386672755,-0.06417678242680208,-0.24190266729923965,0.07358053443436291,0.14733115957931578,-0.2347150000407561,0.07122658044871272,-0.17257106847796516,-0.365507002846216,0.025033055856002958,0.2594309775395774,-0.35929360840320673,0.01961495151863344,-0.10750893589192168,-0.43565464728464415,0.02379133763385233,0.2034358414076446,-0.4223086312619885,0.01897247519702826,-0.08122362018736734,-0.1603075090605001,0.029150896667811465,0.16528665729442868,-0.158795617763434,0.03831208885770253,0.04446380816307645,-0.44818450042955443,1.6184251399124647,0.06883590911534766,-0.3036004401970066,1.7804623637914476,-0.007472137756893284,-0.2951797771721639,1.6395780344834738,0.13980395386020728,-0.3262389942775066,1.6446335899033766,0.01932507194415744,-0.40612939861935093,1.6602604574141129,0.08438555508238585,-0.4210213702248883,1.665238615565359
3,-0.0728453179087055,-0.3324045562077155,1.0052218553381842,0.16698398308608112,-0.3481875368978489,0.9900020587272569,0.005288931266281506,-0.15634813946737378,1.0227031378158133,0.12085100453863694,-0.1606885648133011,1.019176824835078,0.07296174141900832,-0.21038745198169834,1.5061298194971853,-0.10348512205239903,-0.2579527662920326,1.4654544144872297,0.23546259361607857,-0.2865735670192898,1.4641687410554691,-0.19687234137810158,-0.22056220079378724,1.149968007372772,0.31375955369864605,-0.25642495159299644,1.1305427117805213,-0.12613948419130191,-0.1689517208376372,1.1211879085330327,0.25596268047160553,-0.19826095066989238,1.111836931817629,-0.23338893151045015,-0.28912638401640633,0.9131293603545827,0.3065310051653442,-0.3188991418600102,0.8962527836598843,-0.2386608001293911,-0.2519402870837368,0.896086811904646,0.3199859343953381,-0.28762202584893226,0.8801277012726151,-0.12207690787645616,-0.26565331821111016,0.5318716198615967,0.21674269432523333,-0.25426221474806054,0.5246587205104701,-0.005030012298813874,-0.2641903668032046,0.5215556665881157,0.0970042156417624,-0.2525286158069603,0.5219764571867658,-0.1265455089274391,-0.21371528870313147,0.08344260525379261,0.20835920567466903,-0.20681708002837068,0.07537981436533987,-0.06417583613202943,-0.23824674149479239,0.07433394583405818,0.14706770723596196,-0.23203155405305195,0.07184385793846564,-0.17251842848714422,-0.36159289633179537,0.025812458251027064,0.2591811577610724,-0.3563534541903114,0.020177518337731248,-0.10741096853466829,-0.43159476912007816,0.024548545230509183,0.20313683666849564,-0.4192932036471041,0.019706926909968222,-0.0812478243543219,-0.15662796616749225,0.029884986424395042,0.1649884331424069,-0.15625668706419107,0.03887450838339118,0.044357241117732905,-0.44583913507371054,1.6178923954366928,0.06856655672474926,-0.30108912213421996,1.7801012822631335,-0.0076981223890614505,-0.2927822385885767,1.6390828220038476,0.13951664652418705,-0.3235633483795797,1.6441836542896633,0.01918462034233189,-0.4040154926288175,1.6597560571774612,0.08425995482167452,-0.418860032983867,1.6645137752161245
4,-0.07286929842001089,-0.3272211375347785,1.005321819996026,0.166816041538272,-0.34305598363205203,0.990200644955178,0.0049492230455735154,-0.15163587344719737,1.022993173767319,0.12043358132881953,-0.1560665994794826,1.0195110110578003,0.0726585235693128,-0.20585929723312946,1.5053810517442203,-0.10337025913319782,-0.2534686619112065,1.4648077976082543,0.23492233571051208,-0.2815227565131128,1.463372968075098,-0.19651916973678707,-0.21543826871074334,1.1497039177342945,0.3133429464844243,-0.25068361850331167,1.130265979232155,-0.12580675948856526,-0.16436859099329937,1.1210252991740204,0.25548973770807015,-0.19304235500179381,1.1116382823356172,-0.23280684084055128,-0.28337345339110975,0.9134256533145697,0.3061882258803013,-0.3117010900739229,0.896225110179704,-0.23805019829805069,-0.24628977373101701,0.8963833824131004,0.3195576538580345,-0.2805708389829636,0.8801214330072087,-0.12203110148283552,-0.2605141926844251,0.532588505744584,0.2163817639472255,-0.24960479876394956,0.525476617509308,-0.0050826416887768625,-0.25883026672179466,0.5223968613761345,0.09670016749849858,-0.24814938174081125,0.5227378820986803,-0.12649122859614242,-0.2067507504682507,0.08494322273726618,0.20778546669347658,-0.20140963194526892,0.07662023434148416,-0.06415608810897482,-0.23153875277865033,0.07584180640295317,0.14660936009937933,-0.227007303998453,0.07306131397075191,-0.17241254438126766,-0.354452424722465,0.02739506038435402,0.25869156987364555,-0.3508764648141778,0.021337912624597215,-0.10723883765823519,-0.4241519530600403,0.026108508157779705,0.20256472751818116,-0.4136824435722892,0.021178015512784972,-0.08126032910594462,-0.14987719172731254,0.03134424429245338,0.1644817713452031,-0.1514966184548762,0.03998661709105738,0.04413970253092755,-0.44137590392699955,1.6169008939170375,0.06808481606106405,-0.29619782748556767,1.7793769768067678,-0.008099465935860372,-0.28812062147028217,1.6381158276440717,0.1389993635613012,-0.31844325244634275,1.643297220986409,0.018907847237214944,-0.3999478301052184,1.658824194469855,0.08400922304830767,-0.4147331975900873,1.6632237525516476
5,-0.07309676987055817,-0.3210220692429848,1.0054163485205776,0.16647701840070528,-0.3369552536427748,0.9904294875942439,0.004393240759814267,-0.1459472092592829,1.0233310014335129,0.11981289670013126,-0.15043053200625772,1.0199035288948166,0.07216505962183199,-0.200414995434438,1.5044984395180183,-0.10334146382400843,-0.2480764983088191,1.4640878821399506,0.23416381731067826,-0.27556821889789607,1.462507414496626,-0.19623390736118732,-0.20943885268417978,1.149360636802317,0.3127652940849196,-0.24397497659900932,1.1299743867092082,-0.12557451241162518,-0.15901254842120138,1.120813049890367,0.2548487902906132,-0.18698518625546068,1.1114565758619506,-0.23225535366688838,-0.27680043572330393,0.9137005111678848,0.30567466422874906,-0.30338925636494163,0.8961439498640649,-0.2375096229171839,-0.2398429526487205,0.8966683348498111,0.31897929917257717,-0.27244638251442954,0.8800521544115607,-0.12223485960400605,-0.254729428011535,0.5333312085526438,0.21585865743122015,-0.24409105561646982,0.52635050807542,-0.005354024050221037,-0.2526995130932849,0.5232636680472035,0.09621783542991262,-0.24293681059198036,0.5235345396419323,-0.1266164519216139,-0.1985859629088909,0.0865936467847405,0.20698357088205252,-0.19467687940608738,0.07795210053056331,-0.06431975970527831,-0.22369736825814654,0.07748148033368993,0.14594123621649355,-0.2207073586771654,0.07434003343965066,-0.17250478207095954,-0.3461050120945578,0.02914446925205337,0.2579400096723322,-0.34409740811211037,0.02260577362543003,-0.10725971328243797,-0.4154866402804259,0.027761690052136898,0.20169044298355254,-0.40675072558551745,0.022771205420965092,-0.08145926709538528,-0.14188624228127059,0.03294402332788324,0.16377323103223165,-0.14541840430850078,0.0411908221103131,0.04366565381511111,-0.4360025736315175,1.6158840360397904,0.06732466965030363,-0.29021193429431774,1.7785679610636576,-0.008766212079248582,-0.2823828692098661,1.6369400378272523,0.13821503730977586,-0.31228591359791474,1.642314043390995,0.018334655959731806,-0.3948676076762546,1.6579146136288765,0.08349418325295337,-0.40969482816515157,1.6620140339571097
6,-0.07338340816850528,-0.3155016375367076,1.0054792683497762,0.1661567442696244,-0.33158156702591873,0.9906400130573565,0.0038928224692690245,-0.140777272570454,1.0236098961833087,0.11929405354023369,-0.14527930631354635,1.0202448887213138,0.07173925827319567,-0.19558472398566026,1.5037529397283078,-0.10328580173558959,-0.24329856519741103,1.4635455801351094,0.2335211793804732,-0.2704289751773703,1.4618757153239406,-0.1960093995517776,-0.20428607854523945,1.1490475448585686,0.31229745329981007,-0.23824179125798567,1.1298321467748822,-0.1254269852834503,-0.15443527327573026,1.1205979441952993,0.2543883066904503,-0.18185501283146716,1.1114219460333736,-0.23183803938357364,-0.27123928826100385,0.9138245435971725,0.305248129926455,-0.2963443274415584,0.8960815557808778,-0.23715590550484966,-0.23436776737376624,0.8968258426625515,0.31855557893901504,-0.2655684772485928,0.8800193552459679,-0.1225502065936259,-0.250146928272127,0.5339395873135834,0.21545606299519554,-0.23939889464868908,0.5270575388761831,-0.005683607278737565,-0.24775199302134557,0.5239498711958048,0.0958429621223229,-0.23845575236390507,0.5241729537331195,-0.1267814623620515,-0.19183055217538175,0.08797016538235403,0.20630456698926078,-0.18873410226363802,0.07901659367725088,-0.06453163654270609,-0.2171843982843675,0.07884432967512049,0.14536414125823893,-0.215109221386353,0.07532513437483687,-0.17267225413961743,-0.3392587244147218,0.03062198663164443,0.2571881130327187,-0.3381892582510603,0.023695230769129612,-0.10739580167414634,-0.4083314505697081,0.029124157721990614,0.20086210858296624,-0.4007363176531821,0.024083024909337246,-0.08169949354516272,-0.135176574732635,0.0342766186355056,0.1631883210601192,-0.1399370769634472,0.04214235665498078,0.043080775981073904,-0.4312676042609721,1.6151977425784991,0.0666331796153743,-0.2848086478172898,1.7779146873894054,-0.009384341396613736,-0.2771731741125895,1.6359355944562122,0.1374845817903338,-0.306916874671334,1.6415409671678822,0.017678526374602953,-0.3902221825363667,1.6573079079917745,0.08288484414824962,-0.405201625759846,1.661369562556032
7,-0.07361751825695996,-0.31349745267363266,1.0054646878356432,0.1660407403277491,-0.3296770988511797,0.9907346546463316,0.0036245664512652015,-0.13868987290577076,1.023773342482551,0.11909268312965883,-0.1431545608950006,1.0204455033151125,0.07155742188819965,-0.193979748117083,1.5035048375834974,-0.10323373823317873,-0.24172704781533233,1.4634331659448268,0.23332101043221598,-0.26888920669986616,1.461778974788299,-0.19592896768497642,-0.20267331851266954,1.148869074258187,0.3122445368611864,-0.23643472959733322,1.1299151604567557,-0.1253675930660509,-0.15314162746461657,1.120463735102593,0.2543577804472268,-0.18037230767798165,1.1115982150377932,-0.23173296819946754,-0.2695768256015812,0.9136686994554509,0.3052262565940678,-0.29417012746305526,0.8959525709227364,-0.23715158812497386,-0.2327220108468577,0.896729415293718,0.3186056256035942,-0.26345203515233867,0.8799229237493182,-0.1228779323127058,-0.2491741934810357,0.534060170918168,0.21546164754179115,-0.23809375425348936,0.5272644732606423,-0.0059339376505459845,-0.2465362286316549,0.5240758420581056,0.09578564880465493,-0.23715980994398278,0.5243157049877554,-0.12687476575449322,-0.18965358807616547,0.08840733089562727,0.20610674378921118,-0.18645776258593105,0.07930052150330687,-0.0646807103992621,-0.2151121114231785,0.07926687037282604,0.14517501526041027,-0.21291500682826398,0.0755275319286907,-0.17283218435841405,-0.33715097081547124,0.031126836890915284,0.25679494031261074,-0.3360911976348232,0.02405465697791009,-0.10757422508898185,-0.40609141208688526,0.029501447504757677,0.20043861970229118,-0.3986309122195838,0.024432158294477632,-0.08183198357917464,-0.1329078220686743,0.034716413009600704,0.1630454844553433,-0.13770178808453434,0.04241545913202436,0.04250965177053184,-0.42972539171267876,1.6151851622973428,0.06628664899869208,-0.28282691266900944,1.7777648924692382,-0.00972483472761359,-0.27522088548310214,1.635539706298561,0.13709311579690123,-0.30517752695151423,1.6413423940279004,0.0170775887186736,-0.3884649683525446,1.6575555836438336,0.08234934779496021,-0.4037421176348017,1.661560630046654
8,-0.07369587278689863,-0.31651106191051076,1.0053888903455372,0.16626206983269295,-0.3325256485305431,0.9906998265815826,0.003625027291951599,-0.14117536051968757,1.0238218245607429,0.1192640657395832,-0.14547388957236806,1.0204928824549309,0.07169313650269848,-0.19692655509722742,1.5040037470943077,-0.10322672155724574,-0.2447100832172533,1.4639126273144905,0.2337124285245274,-0.27218944743664425,1.4623407289814903,-0.196047922257146,-0.20573703722262027,1.1489382095406508,0.3127472064592601,-0.2398427277185999,1.1302205620480656,-0.12539302472046607,-0.15617953497901735,1.1205070819902787,0.254798467901006,-0.1836297360829921,1.111952594742516,-0.23208156810172179,-0.2728837437475715,0.9132847011900752,0.3058566961313101,-0.29846174272152637,0.8957687009731088,-0.23758140744968426,-0.23594573508597888,0.8963923558714606,0.319321491379164,-0.26760575011432103,0.8797914761572345,-0.12297009843907858,-0.2527427570345648,0.5335698449531135,0.2160109940482977,-0.24132029822348033,0.5268375882420092,-0.005890854758690784,-0.25005522405706715,0.5235388871033567,0.09615898621168181,-0.24021045163261026,0.5238572783605887,-0.12680735651457253,-0.1933034314706225,0.08760173357274156,0.2065015796714803,-0.18942902001653325,0.0785540352073917,-0.06465121276688056,-0.21862339170969106,0.07843025175818356,0.1454820473620916,-0.21562479621700534,0.07474219416556904,-0.17280694029474541,-0.34096035856617546,0.030232155303008528,0.256960382838062,-0.3393199338648336,0.023394843788327537,-0.10760915439998113,-0.4100109157990449,0.028513420148959374,0.2006715056049647,-0.40198035253760567,0.023517866323228373,-0.08178405065823112,-0.13631658855571988,0.033975549334008155,0.16342609639864972,-0.14022244141102394,0.04178474475955113,0.04212975882762673,-0.4326022372467511,1.6159240520308822,0.06649319595580658,-0.2858618574325699,1.778323298327719,-0.009606580309086501,-0.27803540902050683,1.6360631141679947,0.1372120270308913,-0.3085223607154275,1.6419299266715752,0.016757754661764164,-0.3909410417500784,1.6586372403832614,0.08208404251571007,-0.4065416231415597,1.6625484883565036
9,-0.07382548726736536,-0.32153513757703245,1.005216412029855,0.1664629242423087,-0.3373243055837217,0.9905534821884155,0.003607147449077047,-0.14568399033886248,1.0238369508342489,0.11940079862231255,-0.14978112555139125,1.0204800717607259,0.07175106023864623,-0.20178541043574688,1.5046209971309752,-0.1034454654315453,-0.2495733591445787,1.4643860679583705,0.23409008599066064,-0.2773986969554425,1.4629140539771046,-0.19635006584821063,-0.2103875665927586,1.1490776270452487,0.31327208585326644,-0.24517953441109516,1.1305101966205047,-0.12549605477934164,-0.16073905356725887,1.1206373305671564,0.25518789961808075,-0.18859927636049906,1.112270078127872,-0.2326949643448623,-0.27759963449128944,0.9129476460118466,0.3066164423602047,-0.30491783790921145,0.8956284513396631,-0.2381860628620927,-0.24053496779354747,0.89607589682547,0.3201076314029231,-0.2738211974290952,0.8797019367477391,-0.12290918724440711,-0.25724937811507115,0.5329697575905032,0.21659509707013738,-0.24625961232230947,0.5263229389632873,-0.0057290013244235966,-0.25474550436398447,0.522896967270794,0.09653824131032909,-0.24494415117026092,0.5233064615496674,-0.1266563120247172,-0.1984300365311184,0.08658868241956588,0.20691506964252074,-0.1945632799866983,0.07773406322650803,-0.06452898465404196,-0.22357493619904645,0.07739128394540802,0.14579080017327542,-0.2203802621860076,0.07392823081309065,-0.1726312366492078,-0.3461709818351557,0.02911465838861778,0.25725822776650253,-0.34467119056113704,0.022582206878244068,-0.10748778654483593,-0.4155158524351364,0.027299551137898868,0.20107839226587848,-0.4074349748246378,0.02242105709643244,-0.08163628299027739,-0.1412759932309866,0.03303963963262406,0.1638022461596031,-0.1448432273418482,0.04112676421423703,0.041705509621766314,-0.43732733499912263,1.6165943780271896,0.06673983883035667,-0.2910274496425043,1.7789753257908578,-0.00950345349466953,-0.28288160432031917,1.6367607096359091,0.13734734750906727,-0.3139352066783117,1.642573993045147,0.016421014075561506,-0.3953291147170006,1.6597328586808273,0.08180815251888929,-0.4112202795849051,1.663240178536471
